Date,Year,Temp,ToBottom,ToBottomNum,TowLength,VolConc,VolSubSample,TotalCount,Diameter,Density
9/28/94,1994,16.9,FALSE,0,10,50,50,0,13,0
9/28/94,1994,17,FALSE,0,3.5,50,50,0,13,0
9/28/94,1994,16.5,FALSE,0,11,50,50,0,13,0
9/28/94,1994,16,FALSE,0,8,50,50,0,13,0
10/4/94,1994,11.7,FALSE,0,3,50,50,0,13,0
10/4/94,1994,11.8,FALSE,0,5,50,50,0,13,0
10/5/94,1994,13.1,FALSE,0,5,50,50,9,13,136
10/5/94,1994,13.3,FALSE,0,45,50,50,0,13,0
10/10/94,1994,12.9,FALSE,0,4.5,50,50,1,13,17
10/14/94,1994,11.1,FALSE,0,9,50,50,0,13,0
10/14/94,1994,14.2,FALSE,0,4,50,50,0,13,0
10/14/94,1994,13,FALSE,0,12,50,50,0,13,0
10/14/94,1994,11.4,FALSE,0,9,50,50,0,13,0
10/14/94,1994,11.2,FALSE,0,4,50,50,0,13,0
10/14/94,1994,11,FALSE,0,7,50,50,0,13,0
10/14/94,1994,12.7,FALSE,0,2.7,50,50,0,13,0
10/14/94,1994,10.5,FALSE,0,3,50,50,0,13,0
10/14/94,1994,12.3,FALSE,0,2.5,50,50,0,13,0
10/21/94,1994,12,FALSE,0,3.5,50,50,0,13,0
10/24/94,1994,12,FALSE,0,25,50,50,0,13,0
10/24/94,1994,12,FALSE,0,25,50,50,0,13,0
10/26/94,1994,10.8,FALSE,0,7,50,50,0,13,0
10/26/94,1994,11.2,FALSE,0,4,50,50,0,13,0
10/26/94,1994,11.6,FALSE,0,7.3,50,50,0,13,0
10/26/94,1994,10.6,FALSE,0,2,50,50,0,13,0
10/26/94,1994,10.1,FALSE,0,3.8,50,50,0,13,0
10/26/94,1994,10.9,FALSE,0,6.3,50,50,0,13,0
10/26/94,1994,11.9,FALSE,0,5,50,50,0,13,0
11/2/94,1994,11.5,FALSE,0,8,50,50,0,13,0
11/2/94,1994,11.5,FALSE,0,7,50,50,0,13,0
11/2/94,1994,11.1,FALSE,0,11,50,50,0,13,0
11/3/94,1994,9.2,FALSE,0,3,50,50,0,13,0
11/3/94,1994,9.1,FALSE,0,3,50,50,0,13,0
5/4/95,1995,14.2,FALSE,0,5,50,1,0,13,0
5/10/95,1995,11.3,FALSE,0,3,50,1,0,13,0
5/11/95,1995,6.3,FALSE,0,10,50,1,0,13,0
5/12/95,1995,13.3,FALSE,0,3,50,1,0,13,0
5/16/95,1995,6.6,FALSE,0,10,50,1,0,13,0
5/17/95,1995,7.9,FALSE,0,5,50,50,0,13,0
5/18/95,1995,6.8,FALSE,0,10,50,1,0,13,0
5/18/95,1995,6.4,FALSE,0,10,50,1,0,13,0
5/18/95,1995,10.9,FALSE,0,5,50,50,0,13,0
5/18/95,1995,7.8,FALSE,0,10,50,50,0,13,0
5/19/95,1995,5.5,FALSE,0,10,50,1,0,13,0
5/19/95,1995,6.2,FALSE,0,10,50,1,0,13,0
5/23/95,1995,14.9,FALSE,0,7,50,1,0,13,0
5/23/95,1995,12.9,FALSE,0,11,50,1,0,13,0
5/23/95,1995,10.7,FALSE,0,9,50,1,0,13,0
5/23/95,1995,9.1,FALSE,0,9,50,1,0,13,0
5/24/95,1995,12.6,FALSE,0,10,50,1,0,13,0
5/24/95,1995,11.7,FALSE,0,10,50,1,0,13,0
5/24/95,1995,10.6,FALSE,0,9,50,1,0,13,0
5/24/95,1995,9.4,FALSE,0,9,50,1,0,13,0
5/24/95,1995,9,FALSE,0,9,50,1,0,13,0
5/25/95,1995,11.4,FALSE,0,5,50,50,0,13,0
5/25/95,1995,14.9,FALSE,0,3,50,1,0,13,0
5/25/95,1995,15.2,FALSE,0,3,50,1,0,13,0
5/26/95,1995,16,FALSE,0,3,44,5,15,13,663
5/26/95,1995,16,FALSE,0,3,50,5,6,13,301
5/31/95,1995,10.9,FALSE,0,5,50,1,0,13,0
6/5/95,1995,17.5,FALSE,0,10,50,1,0,13,0
6/5/95,1995,17.4,FALSE,0,5,50,1,0,13,0
6/5/95,1995,14.8,FALSE,0,10,50,1,0,13,0
6/5/95,1995,14.2,FALSE,0,10,50,50,0,13,0
6/5/95,1995,13.1,FALSE,0,8,50,1,0,13,0
6/5/95,1995,15.5,FALSE,0,10,50,1,0,13,0
6/6/95,1995,14.7,FALSE,0,10,50,1,0,13,0
6/6/95,1995,13.2,FALSE,0,9,50,1,0,13,0
6/6/95,1995,13.7,FALSE,0,10,50,1,0,13,0
6/7/95,1995,17.4,FALSE,0,8,50,1,0,13,0
6/7/95,1995,16.7,FALSE,0,9,50,1,0,13,0
6/7/95,1995,16.9,FALSE,0,8,50,1,0,13,0
6/7/95,1995,16.3,FALSE,0,8,50,1,0,13,0
6/8/95,1995,8,FALSE,0,7,50,1,0,13,0
6/8/95,1995,19.8,FALSE,0,7,45,45,8,13,17
6/8/95,1995,12,FALSE,0,7,50,5,6,13,129
6/9/95,1995,10.7,FALSE,0,10,50,1,0,13,0
6/14/95,1995,19.5,FALSE,0,3,46,5,65,13,3004
6/14/95,1995,19.3,FALSE,0,10,36,5,155,13,1682
6/19/95,1995,20.5,FALSE,0,9,37,37,7,13,12
6/19/95,1995,16,FALSE,0,7,50,1,0,13,0
6/20/95,1995,19.2,FALSE,0,6,50,1,0,13,0
6/20/95,1995,16.8,FALSE,0,7,32,32,1,13,2
6/20/95,1995,18.9,FALSE,0,7,50,1,0,13,0
6/21/95,1995,18,FALSE,0,9,50,5,114,13,1909
6/21/95,1995,12.7,FALSE,0,8,40,40,1,13,2
6/21/95,1995,14,FALSE,0,6,50,1,0,13,0
6/21/95,1995,16,FALSE,0,7,50,1,0,13,0
6/22/95,1995,21.2,FALSE,0,4,50,5,123,13,4633
6/22/95,1995,15.9,FALSE,0,10,50,1,0,13,0
6/27/95,1995,24.8,FALSE,0,3,50,1,0,13,0
6/27/95,1995,21.8,FALSE,0,8,35,35,9,13,17
6/27/95,1995,24.8,FALSE,0,8,50,1,0,13,0
6/27/95,1995,22.7,FALSE,0,5,50,1,0,13,0
6/28/95,1995,19,FALSE,0,3,50,1,0,13,0
6/29/95,1995,21.3,FALSE,0,9,50,1,0,13,0
6/29/95,1995,18.9,FALSE,0,9,50,1,0,13,0
6/29/95,1995,21.2,FALSE,0,10,50,5,268,13,4038
6/29/95,1995,17.4,FALSE,0,8,50,1,0,13,0
6/29/95,1995,20.5,FALSE,0,9,50,1,0,13,0
7/3/95,1995,19.5,FALSE,0,8,45,45,25,13,47
7/3/95,1995,19.1,FALSE,0,8,50,5,30,13,565
7/3/95,1995,23.2,FALSE,0,8,50,5,30,13,565
7/5/95,1995,23.7,FALSE,0,3,50,50,0,13,0
7/5/95,1995,23.7,FALSE,0,3,50,1,0,13,0
7/5/95,1995,20.3,FALSE,0,10,35,35,6,13,9
7/5/95,1995,21.8,FALSE,0,10,50,1,0,13,0
7/5/95,1995,20.3,FALSE,0,10,40,40,2,13,3
7/7/95,1995,22.4,FALSE,0,10,50,1,0,13,0
7/11/95,1995,20.5,FALSE,0,10,50,5,21,13,316
7/11/95,1995,20.8,FALSE,0,10,50,5,48,13,723
7/12/95,1995,23.5,FALSE,0,3,50,1,0,13,0
7/12/95,1995,23.5,FALSE,0,3,50,1,0,13,0
7/12/95,1995,25,FALSE,0,3,50,5,354,13,17780
7/12/95,1995,24.9,FALSE,0,5,50,5,764,13,23024
7/12/95,1995,24,FALSE,0,5,50,5,446,13,13441
7/14/95,1995,23.2,FALSE,0,8,50,1,0,13,0
7/14/95,1995,23.2,FALSE,0,3,50,1,0,13,0
7/14/95,1995,23.1,FALSE,0,5,50,50,0,13,0
7/15/95,1995,21,FALSE,0,10,50,5,10,13,151
7/18/95,1995,20.5,FALSE,0,4.5,50,5,105,13,3516
7/18/95,1995,20.5,FALSE,0,4.5,50,5,113,13,3784
7/19/95,1995,20.8,FALSE,0,3,40,40,1,13,5
7/19/95,1995,24,FALSE,0,10,50,1,0,13,0
7/19/95,1995,19.8,FALSE,0,10,50,5,63,13,949
7/19/95,1995,21.8,FALSE,0,8,50,5,132,13,2486
7/19/95,1995,23.5,FALSE,0,9,25,25,23,13,39
7/20/95,1995,20.9,FALSE,0,10,50,1,0,13,0
7/25/95,1995,23,FALSE,0,4,50,5,439,13,16537
7/25/95,1995,25.1,FALSE,0,9,50,5,61,13,1021
7/25/95,1995,24.1,FALSE,0,3,50,50,3,13,15
7/27/95,1995,24.1,FALSE,0,5,50,50,0,13,0
7/29/95,1995,23,FALSE,0,10,50,5,18,13,271
7/31/95,1995,26.1,FALSE,0,8,50,1,0,13,0
7/31/95,1995,22.1,FALSE,0,10,50,5,41,13,618
7/31/95,1995,22.3,FALSE,0,10,50,1,0,13,0
8/2/95,1995,21.8,FALSE,0,3,50,5,57,13,2863
8/2/95,1995,21.1,FALSE,0,10,50,5,82,13,1236
8/2/95,1995,22,FALSE,0,8,50,5,134,13,2524
8/3/95,1995,23.2,FALSE,0,8,50,1,0,13,0
8/3/95,1995,23.3,FALSE,0,10,50,1,0,13,0
8/3/95,1995,22,FALSE,0,9,35,35,3,13,5
8/3/95,1995,24,FALSE,0,8,50,1,0,13,0
8/3/95,1995,23.7,FALSE,0,5,35,35,6,13,18
8/4/95,1995,22.2,FALSE,0,9,45,45,41,13,69
8/4/95,1995,23.1,FALSE,0,8,50,1,0,13,0
8/13/95,1995,24,FALSE,0,10,50,5,15,13,226
8/15/95,1995,23.2,FALSE,0,9,50,1,0,13,0
8/15/95,1995,23,FALSE,0,10,50,1,0,13,0
8/15/95,1995,22.2,FALSE,0,8,50,50,19,13,36
8/15/95,1995,23.8,FALSE,0,9,47,22,1,13,4
8/15/95,1995,23.8,FALSE,0,9,47,25,5,13,16
8/18/95,1995,21.5,FALSE,0,9,50,50,28,13,47
8/22/95,1995,23,FALSE,0,4,45,5,1921,13,65127
8/22/95,1995,22.6,FALSE,0,5,50,5,1177,13,35470
8/22/95,1995,22.9,FALSE,0,9,50,5,1238,13,20727
8/22/95,1995,23.8,FALSE,0,3,50,5,347,13,17429
8/22/95,1995,22,FALSE,0,7,36,5,104,13,1612
8/23/95,1995,22.2,FALSE,0,10,50,1,0,13,0
8/23/95,1995,22.6,FALSE,0,3,50,50,0,13,0
8/24/95,1995,20.8,FALSE,0,2,50,1,0,13,0
8/24/95,1995,20.1,FALSE,0,3,50,1,0,13,0
8/24/95,1995,20.4,FALSE,0,5,50,50,0,13,0
8/25/95,1995,19,FALSE,0,10,50,50,4,13,6
8/25/95,1995,20.2,FALSE,0,10,50,1,0,13,0
8/25/95,1995,19,FALSE,0,10,45,45,11,13,17
8/27/95,1995,20,FALSE,0,8,50,5,22,13,414
8/29/95,1995,19.5,FALSE,0,6,40,5,82,13,1647
8/29/95,1995,19.2,FALSE,0,10,40,5,115,13,1386
8/29/95,1995,19.5,FALSE,0,6,40,5,79,13,1587
8/29/95,1995,19.8,FALSE,0,10,40,5,107,13,1290
8/30/95,1995,20.6,FALSE,0,10,50,50,11,13,17
8/30/95,1995,18.9,FALSE,0,10,50,50,14,13,21
8/30/95,1995,19.3,FALSE,0,10,50,5,16,13,241
8/31/95,1995,19.8,FALSE,0,10,40,5,623,13,7510
8/31/95,1995,17.9,FALSE,0,8,40,5,21,13,316
9/1/95,1995,17.1,FALSE,0,5,50,1,0,13,0
9/1/95,1995,19.1,FALSE,0,7,50,1,0,13,0
9/1/95,1995,18.5,FALSE,0,9,50,1,0,13,0
9/1/95,1995,18.5,FALSE,0,7,50,1,0,13,0
9/5/95,1995,19.8,FALSE,0,10,50,1,0,13,0
9/11/95,1995,17,FALSE,0,10,40,40,16,13,24
9/11/95,1995,17,FALSE,0,10,40,40,19,13,29
9/12/95,1995,17,FALSE,0,10,50,5,1309,13,19724
9/12/95,1995,18.8,FALSE,0,7,50,5,258,13,5554
9/12/95,1995,18.3,FALSE,0,4,50,5,253,13,9530
9/12/95,1995,17.1,FALSE,0,2,50,5,37,13,2788
9/12/95,1995,16.8,FALSE,0,4,45,5,526,13,17833
9/12/95,1995,19.5,FALSE,0,8,40,5,26,13,392
9/12/95,1995,18.5,FALSE,0,8,50,5,16,13,301
9/12/95,1995,18.8,FALSE,0,7,50,5,247,13,5317
9/13/95,1995,16.9,FALSE,0,8,50,1,0,13,0
9/14/95,1995,16.8,FALSE,0,7,50,1,0,13,0
9/14/95,1995,16.8,FALSE,0,4,42,42,1,13,4
9/14/95,1995,16.8,FALSE,0,10,50,1,0,13,0
9/15/95,1995,15.3,FALSE,0,2,50,1,0,13,0
9/15/95,1995,16,FALSE,0,3,50,1,0,13,0
9/15/95,1995,15.9,FALSE,0,7,50,50,1,13,2
9/15/95,1995,15.8,FALSE,0,2,50,1,0,13,0
9/19/95,1995,15.3,FALSE,0,10,50,1,0,13,0
9/19/95,1995,14.8,FALSE,0,7,50,1,0,13,0
9/19/95,1995,15.8,FALSE,0,10,42,42,1,13,2
9/19/95,1995,15.2,FALSE,0,10,45,45,1,13,2
9/19/95,1995,16,FALSE,0,8,50,1,0,13,0
9/20/95,1995,13.8,FALSE,0,2,50,1,0,13,0
9/20/95,1995,15,FALSE,0,4,42,5,46,13,1456
9/20/95,1995,13.4,FALSE,0,10,50,50,10,13,15
9/21/95,1995,15.5,FALSE,0,10,42,42,5,13,8
9/21/95,1995,15.5,FALSE,0,3,50,50,0,13,0
9/25/95,1995,17,FALSE,0,10,50,1,0,13,0
9/25/95,1995,16,FALSE,0,9,50,5,19,13,318
9/25/95,1995,13.8,FALSE,0,9,45,45,4,13,7
9/25/95,1995,15.4,FALSE,0,8,37,5,21,13,293
9/26/95,1995,14,FALSE,0,8,50,1,0,13,0
9/26/95,1995,13.2,FALSE,0,10,44,44,1,13,2
9/26/95,1995,13.8,FALSE,0,9,44,44,2,13,3
9/26/95,1995,14.3,FALSE,0,8,50,1,0,13,0
9/26/95,1995,14.8,FALSE,0,9,46,46,3,13,5
9/27/95,1995,13.2,FALSE,0,10,44,44,4,13,6
10/2/95,1995,13.2,FALSE,0,3,50,50,0,13,0
10/2/95,1995,13,FALSE,0,2,50,1,0,13,0
10/3/95,1995,13.9,FALSE,0,1,50,50,3,13,45
10/3/95,1995,15.9,FALSE,0,3,45,45,76,13,382
10/12/95,1995,13,FALSE,0,10,50,1,0,13,0
10/12/95,1995,13,FALSE,0,10,50,1,0,13,0
10/12/95,1995,13.2,FALSE,0,10,50,1,0,13,0
10/13/95,1995,14.8,FALSE,0,6,50,1,0,13,0
10/13/95,1995,13.8,FALSE,0,10,40,40,1,13,2
10/13/95,1995,14.1,FALSE,0,4,50,50,0,13,0
10/18/95,1995,10.9,FALSE,0,9,50,1,0,13,0
10/18/95,1995,11.9,FALSE,0,8,50,1,0,13,0
10/18/95,1995,10.9,FALSE,0,7,50,1,0,13,0
10/18/95,1995,12,FALSE,0,7,35,35,11,13,24
10/23/95,1995,11,FALSE,0,8,50,1,0,13,0
10/23/95,1995,11.8,FALSE,0,9,50,1,0,13,0
10/23/95,1995,12,FALSE,0,10,50,1,0,13,0
10/23/95,1995,11.5,FALSE,0,9,50,1,0,13,0
10/23/95,1995,11,FALSE,0,10,50,1,0,13,0
6/4/96,1996,11.3,FALSE,0,10,50,50,0,13,0
6/4/96,1996,11.2,FALSE,0,10,50,50,0,13,0
6/4/96,1996,15,FALSE,0,10,45,45,0,13,0
6/4/96,1996,14,FALSE,0,11,47,47,0,13,0
6/4/96,1996,11.5,FALSE,0,10,50,50,0,13,0
6/5/96,1996,16,FALSE,0,10,250,5,648,13,48820
6/5/96,1996,10,FALSE,0,7,45,45,0,13,0
6/5/96,1996,17,FALSE,0,10,50,5,185,13,2788
6/7/96,1996,20.9,FALSE,0,10,42.5,42.5,56,13,84
6/11/96,1996,20.6,FALSE,0,6,42,42,165,13,414
6/11/96,1996,18.8,FALSE,0,5,40,5,171,13,4123
6/12/96,1996,12.6,FALSE,0,10,42,42,2,13,3
6/13/96,1996,21,FALSE,0,5,45,45,0,13,0
6/13/96,1996,20.8,FALSE,0,5,45,45,0,13,0
6/13/96,1996,21.5,FALSE,0,5,43,43,0,13,0
6/13/96,1996,16.3,FALSE,0,5,47,47,12,13,36
6/17/96,1996,15.2,FALSE,0,10,45,45,0,13,0
6/17/96,1996,15.2,FALSE,0,10,40,40,0,13,0
6/17/96,1996,20.5,FALSE,0,10,45,45,0,13,0
6/17/96,1996,15.2,FALSE,0,10,37,37,0,13,0
6/17/96,1996,17.2,FALSE,0,10,45,45,0,13,0
6/18/96,1996,16.5,FALSE,0,10,42,42,44,13,66
6/18/96,1996,13.2,FALSE,0,10,48,48,0,13,0
6/18/96,1996,15.5,FALSE,0,10,44,44,0,13,0
6/20/96,1996,17.3,FALSE,0,5,45,5,125,13,3390
6/20/96,1996,15.2,FALSE,0,10,45,45,41,13,62
6/24/96,1996,21,FALSE,0,5,100,5,322,13,19408
6/24/96,1996,22.4,FALSE,0,3,50,5,61,13,3064
6/25/96,1996,17.3,FALSE,0,6,43,43,15,13,38
6/25/96,1996,17,FALSE,0,6,40,40,205,13,515
6/25/96,1996,20.7,FALSE,0,4,21,21,1,13,4
6/25/96,1996,19.5,FALSE,0,4,32,32,15,13,57
6/26/96,1996,17,FALSE,0,6,45,45,0,13,0
6/26/96,1996,19,FALSE,0,8,47,47,3,13,6
6/27/96,1996,17,FALSE,0,10,50,50,0,13,0
6/27/96,1996,19,FALSE,0,8,42,42,0,13,0
6/27/96,1996,19,FALSE,0,8,45,45,0,13,0
6/27/96,1996,16.2,FALSE,0,10,42,42,0,13,0
6/28/96,1996,14,FALSE,0,10,49,49,15,13,23
7/2/96,1996,17,FALSE,0,7,32,5,658,13,9065
7/2/96,1996,15,FALSE,0,10,45,45,95,13,143
7/2/96,1996,15,FALSE,0,10,44,44,66,13,99
7/2/96,1996,18,FALSE,0,8,37,37,11,13,21
7/3/96,1996,17,FALSE,0,10,46,46,49,13,74
7/3/96,1996,16,FALSE,0,10,46,5,56,13,776
7/3/96,1996,16,FALSE,0,10,49,5,55,13,812
7/8/96,1996,16,FALSE,0,6,150,5,771,13,58087
7/8/96,1996,15,FALSE,0,10,42,5,109,13,1380
7/9/96,1996,19,FALSE,0,4,45,5,93,13,3153
7/9/96,1996,24,FALSE,0,10,150,5,661,13,29880
7/9/96,1996,21,FALSE,0,6,150,5,174,13,13109
7/10/96,1996,19,FALSE,0,4,44,44,0,13,0
7/10/96,1996,17,FALSE,0,10,44,44,85,13,128
7/10/96,1996,22,FALSE,0,8,31,31,8,13,15
7/10/96,1996,19,FALSE,0,6,47,47,72,13,181
7/10/96,1996,22,FALSE,0,9,42,42,11,13,18
7/11/96,1996,19.2,FALSE,0,10,40,40,4,13,6
7/11/96,1996,17.3,FALSE,0,10,36,36,1,13,2
7/11/96,1996,18.5,FALSE,0,5,35,35,2,13,6
7/12/96,1996,18,FALSE,0,10,35,35,3,13,5
7/12/96,1996,21,FALSE,0,7,27,27,7,13,15
